,temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,Timestamp,windBearing,precipIntensity,dewPoint,precipProbability,Close
4549,77.44,partly-cloudy-day,0.61,9.87,Partly Cloudy,77.44,1010.62,7.81,0.3,1468000800,61,0.0,62.95,0.0,0.1585
4550,77.19,partly-cloudy-day,0.62,9.95,Partly Cloudy,77.19,1010.46,5.83,0.27,1468004400,80,0.0,63.18,0.0,0.252733334
4551,77.3,clear-day,0.62,9.6,Clear,77.3,1010.46,7.88,0.23,1468008000,81,0.0032,63.09,0.11,0.16221666699999998
4552,75.56,clear-day,0.64,9.95,Clear,75.56,1010.46,7.55,0.23,1468011600,103,0.0011,62.44,0.01,0.16155
4553,73.76,clear-day,0.66,9.84,Clear,73.76,1010.45,8.44,0.07,1468015200,103,0.0,61.76,0.0,0.15735
4554,71.54,clear-day,0.7,9.95,Clear,71.54,1011.01,6.81,0.05,1468018800,99,0.0011,61.34,0.01,0.36003333299999996
4555,69.66,partly-cloudy-day,0.73,9.62,Partly Cloudy,69.66,1011.63,6.36,0.25,1468022400,90,0.0021,60.71,0.05,0.151666666
4556,67.2,clear-night,0.76,9.78,Clear,67.2,1012.06,6.55,0.22,1468026000,93,0.0026,59.31,0.08,0.2632
4561,61.6,cloudy,0.8,9.84,Overcast,61.6,1012.62,6.83,1.0,1468044000,75,0.0022,55.29,0.06,0.26905
4567,60.25,cloudy,0.85,9.55,Overcast,60.25,1012.92,4.03,1.0,1468065600,59,0.0,55.71,0.0,0.06068333300000001
4573,64.83,cloudy,0.8,9.26,Overcast,64.83,1011.79,5.29,1.0,1468087200,130,0.0,58.6,0.0,0.16006666700000002
4579,62.34,rain,0.9,6.77,Light Rain,62.34,1011.17,4.48,1.0,1468108800,114,0.0127,59.48,0.54,0.28800000000000003
4585,59.68,cloudy,0.93,7.43,Overcast,59.68,1010.45,2.87,1.0,1468130400,54,0.0,57.69,0.0,0.2746500000000001
4591,61.35,rain,0.9,8.47,Drizzle,61.35,1010.91,2.87,1.0,1468152000,47,0.0054,58.44,0.23,2.7817
4597,69.7,rain,0.78,9.75,Drizzle,69.7,1010.56,1.62,0.75,1468173600,188,0.0063,62.63,0.29,0.16471666699999998
4599,71.22,rain,0.76,8.67,Drizzle,71.22,1010.72,2.46,0.31,1468180800,38,0.0069,63.25,0.33,0.283016667
4602,67.43,rain,0.83,7.97,Light Rain,67.43,1012.47,5.06,0.31,1468191600,354,0.0233,62.16,0.63,0.33793333299999995
4603,65.6,rain,0.88,8.25,Light Rain,65.6,1013.3,5.2,0.57,1468195200,351,0.0222,61.95,0.62,0.3443
4605,63.84,clear-night,0.9,9.13,Clear,63.84,1014.56,3.9,0.0,1468202400,12,0.0016,60.77,0.03,5.524849999000001
4606,62.88,partly-cloudy-night,0.92,9.47,Partly Cloudy,62.88,1014.79,2.2,0.31,1468206000,345,0.0,60.4,0.0,0.21855
4607,61.9,clear-night,0.93,9.18,Clear,61.9,1014.84,2.46,0.17,1468209600,337,0.0,59.72,0.0,0.31985
4608,61.63,clear-night,0.92,8.46,Clear,61.63,1015.3,1.71,0.15,1468213200,337,0.0,59.26,0.0,0.35746666600000004
4609,60.73,partly-cloudy-night,0.92,9.53,Partly Cloudy,60.73,1015.34,1.67,0.39,1468216800,344,0.0,58.32,0.0,0.454833334
4610,60.21,clear-night,0.92,9.53,Clear,60.21,1015.42,2.37,0.14,1468220400,304,0.0,57.95,0.0,1.3863833330000002
4611,59.1,clear-night,0.92,8.53,Clear,59.1,1015.81,2.36,0.15,1468224000,303,0.0,56.91,0.0,0.13825
4612,58.03,clear-night,0.92,8.06,Clear,58.03,1016.66,2.96,0.11,1468227600,331,0.0,55.86,0.0,0.27691666600000003
4613,58.27,clear-day,0.91,9.7,Clear,58.27,1017.29,2.56,0.19,1468231200,292,0.0,55.65,0.0,0.05885
4614,61.31,clear-day,0.86,10.0,Clear,61.31,1017.98,5.14,0.07,1468234800,333,0.0,56.97,0.0,0.26275
4615,63.51,clear-day,0.78,10.0,Clear,63.51,1018.35,7.33,0.19,1468238400,341,0.0,56.36,0.0,0.157199999
4616,64.97,partly-cloudy-day,0.72,10.0,Partly Cloudy,64.97,1018.38,7.91,0.31,1468242000,347,0.0,55.83,0.0,0.156616667
4617,66.68,partly-cloudy-day,0.68,10.0,Partly Cloudy,66.68,1018.34,7.38,0.31,1468245600,7,0.0,55.93,0.0,0.058900000000000015
4618,68.27,clear-day,0.64,10.0,Clear,68.27,1018.58,8.45,0.19,1468249200,12,0.0,55.71,0.0,0.057466667
4619,70.37,partly-cloudy-day,0.59,10.0,Partly Cloudy,70.37,1018.44,6.47,0.29,1468252800,32,0.0,55.18,0.0,0.661433333
4620,72.85,clear-day,0.53,10.0,Clear,72.85,1018.4,4.14,0.22,1468256400,353,0.0,54.75,0.0,0.16870000100000002
4621,74.72,partly-cloudy-day,0.49,10.0,Partly Cloudy,74.72,1018.92,5.77,0.26,1468260000,323,0.0,54.16,0.0,2.836616667
4622,76.46,partly-cloudy-day,0.46,10.0,Partly Cloudy,76.46,1018.7,6.92,0.26,1468263600,314,0.0,54.04,0.0,0.167083334
4623,76.88,clear-day,0.45,10.0,Clear,76.88,1018.47,5.4,0.09,1468267200,320,0.0,53.96,0.0,2.8169
4624,76.93,clear-day,0.46,10.0,Clear,76.93,1018.32,5.29,0.14,1468270800,316,0.0,54.62,0.0,0.157600001
4625,77.08,clear-day,0.45,10.0,Clear,77.08,1018.29,4.98,0.12,1468274400,320,0.0,54.28,0.0,0.33063333300000003
4626,75.98,clear-day,0.48,10.0,Clear,75.98,1018.44,3.66,0.0,1468278000,324,0.0,54.84,0.0,0.15768333299999998
4627,73.12,clear-day,0.58,10.0,Clear,73.12,1018.62,4.47,0.1,1468281600,275,0.0,57.26,0.0,0.247050001
4628,66.24,clear-night,0.76,9.71,Clear,66.24,1018.8,3.74,0.07,1468285200,244,0.0,58.27,0.0,0.162733333
4629,62.53,clear-night,0.84,10.0,Clear,62.53,1018.93,1.74,0.07,1468288800,240,0.0,57.78,0.0,0.062433333
4630,60.41,clear-night,0.88,8.69,Clear,60.41,1019.08,0.91,0.02,1468292400,262,0.0,56.84,0.0,0.26335
4631,58.99,clear-night,0.91,8.52,Clear,58.99,1019.03,0.73,0.01,1468296000,266,0.0,56.37,0.0,0.150583334
4632,58.06,clear-night,0.91,7.64,Clear,58.06,1018.81,1.53,0.0,1468299600,286,0.0,55.5,0.0,0.257633333
4633,56.91,clear-night,0.91,6.97,Clear,56.91,1018.96,1.1,0.02,1468303200,279,0.0,54.33,0.0,0.251516666
4634,56.03,clear-night,0.91,6.44,Clear,56.03,1019.02,2.19,0.02,1468306800,239,0.0,53.57,0.0,0.2834
4635,54.9,clear-night,0.93,5.84,Clear,54.9,1019.23,1.41,0.07,1468310400,330,0.0,52.92,0.0,0.333433333
4636,54.81,clear-night,0.92,6.44,Clear,54.81,1019.65,3.29,0.12,1468314000,334,0.0,52.64,0.0,2.6641833330000004
4637,55.13,clear-day,0.93,5.85,Clear,55.13,1020.1,2.39,0.1,1468317600,301,0.0,53.27,0.0,0.253766667
4638,58.4,clear-day,0.91,7.4,Clear,58.4,1020.58,1.01,0.1,1468321200,339,0.0,55.86,0.0,0.16625
4639,62.75,clear-day,0.86,9.09,Clear,62.75,1020.88,1.71,0.12,1468324800,291,0.0,58.56,0.0,2.768666667
4640,68.65,clear-day,0.75,9.86,Clear,68.65,1020.84,5.61,0.04,1468328400,255,0.0,60.21,0.0,0.25585
4641,74.03,clear-day,0.6,9.9,Clear,74.03,1020.31,4.4,0.05,1468332000,253,0.0,59.16,0.0,2.62585
4642,77.59,clear-day,0.5,10.0,Clear,77.59,1019.87,5.29,0.08,1468335600,230,0.0,57.7,0.0,4.808800001
4643,79.73,clear-day,0.42,10.0,Clear,79.73,1019.49,5.93,0.04,1468339200,211,0.0,54.73,0.0,0.263883333
4644,81.35,clear-day,0.4,10.0,Clear,80.96,1018.67,8.17,0.1,1468342800,212,0.0,54.96,0.0,0.4318
4645,82.96,clear-day,0.36,10.0,Clear,81.83,1017.99,7.88,0.13,1468346400,208,0.0,53.4,0.0,0.2466
4646,83.48,clear-day,0.37,10.0,Clear,82.37,1017.74,6.76,0.05,1468350000,241,0.0,54.41,0.0,0.26603333300000004
4647,83.65,clear-day,0.38,10.0,Clear,82.65,1017.39,5.89,0.11,1468353600,219,0.0,55.25,0.0,0.25329999900000005
4648,84.26,clear-day,0.38,10.0,Clear,83.3,1016.92,7.08,0.07,1468357200,203,0.0,56.15,0.0,0.156049999
4649,83.3,clear-day,0.42,10.0,Clear,82.88,1016.58,6.04,0.1,1468360800,212,0.0,57.68,0.0,0.27386666600000004
4650,81.54,clear-day,0.46,10.0,Clear,81.82,1016.74,7.36,0.1,1468364400,206,0.0,59.01,0.0,0.14965000099999998
4651,77.45,clear-day,0.55,10.0,Clear,77.45,1016.97,8.31,0.2,1468368000,191,0.0,59.97,0.0,0.269483333
4652,74.18,clear-night,0.6,9.75,Clear,74.18,1017.29,9.43,0.13,1468371600,197,0.0,59.44,0.0,0.054066666
4653,72.42,clear-night,0.63,10.0,Clear,72.42,1017.79,7.18,0.09,1468375200,191,0.0,58.98,0.0,0.36868333299999995
4654,70.94,clear-night,0.65,10.0,Clear,70.94,1017.74,7.74,0.13,1468378800,188,0.0,58.78,0.0,0.467933334
4655,69.66,clear-night,0.68,10.0,Clear,69.66,1017.77,6.2,0.03,1468382400,191,0.0,58.48,0.0,0.27175
4656,67.85,clear-night,0.73,10.0,Clear,67.85,1017.78,5.21,0.02,1468386000,183,0.0,58.98,0.0,0.35739999999999994
4657,66.66,clear-night,0.77,10.0,Clear,66.66,1017.72,4.78,0.04,1468389600,183,0.0,59.35,0.0,0.054583333000000005
4658,65.98,clear-night,0.81,10.0,Clear,65.98,1017.92,4.41,0.05,1468393200,187,0.0,59.84,0.0,0.253800001
4659,64.82,clear-night,0.85,10.0,Clear,64.82,1017.72,5.22,0.03,1468396800,197,0.0,60.36,0.0,2.8413166660000004
4660,64.18,clear-night,0.88,9.96,Clear,64.18,1017.82,2.93,0.05,1468400400,213,0.0,60.47,0.0,0.1631
4661,64.42,clear-day,0.88,9.69,Clear,64.42,1017.85,3.97,0.02,1468404000,190,0.0,60.92,0.0,0.15270000099999995
4662,67.65,clear-day,0.84,10.0,Clear,67.65,1017.73,4.76,0.09,1468407600,199,0.0,62.5,0.0,0.3563
4663,71.42,clear-day,0.78,10.0,Clear,71.42,1017.77,5.18,0.09,1468411200,197,0.0,64.19,0.0,0.15801666600000006
4664,74.89,clear-day,0.72,10.0,Clear,74.89,1017.75,4.33,0.09,1468414800,193,0.0,65.11,0.0,0.15289999999999998
4665,78.8,clear-day,0.64,10.0,Clear,78.8,1017.41,6.02,0.09,1468418400,201,0.0,65.76,0.0,4.828733334
4666,82.38,clear-day,0.58,10.0,Clear,84.58,1017.16,7.21,0.07,1468422000,188,0.0,66.07,0.0,0.155483333
4667,85.48,clear-day,0.52,10.0,Clear,87.77,1016.83,9.98,0.16,1468425600,193,0.0,66.0,0.0,0.293583333
4668,86.95,partly-cloudy-day,0.49,10.0,Partly Cloudy,89.05,1016.58,13.91,0.28,1468429200,211,0.0,65.5,0.0,0.180933334
4669,88.02,partly-cloudy-day,0.47,10.0,Partly Cloudy,90.01,1016.11,12.99,0.25,1468432800,203,0.0,65.19,0.0,0.27291666699999995
4670,88.14,clear-day,0.46,9.59,Clear,89.96,1015.65,12.4,0.21,1468436400,198,0.0,64.84,0.0,0.348966667
4671,88.32,partly-cloudy-day,0.47,10.0,Partly Cloudy,90.35,1015.24,13.59,0.27,1468440000,205,0.0,65.21,0.0,2.95845
4672,88.11,clear-day,0.46,10.0,Clear,89.76,1015.1,14.09,0.21,1468443600,198,0.0,64.53,0.0,0.311183334
4673,86.24,clear-day,0.49,10.0,Clear,87.87,1014.79,14.58,0.11,1468447200,201,0.0,64.62,0.0,0.06606666700000001
4674,83.72,clear-day,0.5,10.0,Clear,84.82,1014.87,13.43,0.05,1468450800,197,0.0,63.18,0.0,0.34965
4675,80.46,clear-day,0.53,10.0,Clear,81.58,1015.55,10.65,0.04,1468454400,197,0.0,61.88,0.0,0.37123333299999994
4676,78.1,clear-night,0.56,10.0,Clear,78.1,1015.62,9.58,0.04,1468458000,188,0.0,61.15,0.0,0.232516667
4677,76.07,clear-night,0.59,10.0,Clear,76.07,1015.4,9.66,0.02,1468461600,185,0.0,60.81,0.0,0.321566667
4678,74.24,clear-night,0.63,10.0,Clear,74.24,1015.18,7.79,0.02,1468465200,188,0.0,60.61,0.0,4.427966667
4679,72.66,clear-night,0.67,10.0,Clear,72.66,1015.23,7.22,0.09,1468468800,189,0.0,61.25,0.0,0.333966667
4680,71.51,clear-night,0.72,10.0,Clear,71.51,1015.2,7.17,0.06,1468472400,191,0.0,61.85,0.0,0.286833334
4681,70.48,clear-night,0.76,10.0,Clear,70.48,1015.35,6.34,0.09,1468476000,189,0.0,62.68,0.0,0.276816667
4682,70.11,clear-night,0.79,10.0,Clear,70.11,1015.35,6.8,0.08,1468479600,184,0.0,63.33,0.0,0.2993
4683,70.26,clear-night,0.82,10.0,Clear,70.26,1014.7,5.99,0.17,1468483200,177,0.0,64.44,0.0,0.186383333
4684,70.62,clear-night,0.84,9.96,Clear,70.62,1014.53,7.06,0.0,1468486800,187,0.0,65.5,0.0,0.11843333300000003
4685,70.96,clear-day,0.86,8.58,Clear,70.96,1014.41,5.76,0.11,1468490400,181,0.0,66.64,0.0,0.694766667
4687,72.45,rain,0.89,8.76,Light Rain,72.45,1013.7,6.56,1.0,1468497600,191,0.0144,69.08,0.56,0.209583333
4692,81.65,partly-cloudy-day,0.7,9.97,Partly Cloudy,85.75,1011.58,12.67,0.31,1468515600,190,0.0009,70.82,0.01,0.17741666700000006
4693,82.99,partly-cloudy-day,0.67,9.46,Mostly Cloudy,87.58,1010.59,12.87,0.75,1468519200,183,0.0,70.87,0.0,6.298266667
4694,84.1,partly-cloudy-day,0.64,10.0,Partly Cloudy,88.91,1009.51,12.88,0.31,1468522800,189,0.0,70.73,0.0,0.33681666600000004
4695,84.08,clear-day,0.65,10.0,Clear,88.96,1008.75,13.78,0.16,1468526400,184,0.0,70.83,0.0,0.215450001
4696,83.76,partly-cloudy-day,0.66,9.62,Partly Cloudy,88.83,1008.21,11.3,0.31,1468530000,185,0.0013,71.27,0.02,1.3114
4697,81.22,rain,0.73,9.48,Drizzle,85.55,1007.62,11.47,0.16,1468533600,188,0.0074,71.7,0.37,0.16088333300000002
4698,76.97,rain,0.85,7.33,Rain,76.97,1007.7,8.92,0.2,1468537200,210,0.1671,72.01,0.84,0.369650001
4699,76.52,rain,0.87,9.11,Rain,76.52,1008.08,6.51,0.09,1468540800,199,0.1165,72.37,0.81,0.072916667
4700,74.87,rain,0.92,8.68,Light Rain,74.87,1008.59,5.66,0.11,1468544400,213,0.04,72.3,0.7,0.46241666600000003
4701,73.81,clear-night,0.92,9.24,Clear,73.81,1009.41,4.15,0.11,1468548000,212,0.0,71.45,0.0,6.437316667
4702,72.34,clear-night,0.94,6.51,Clear,72.34,1009.28,3.67,0.13,1468551600,193,0.0,70.37,0.0,1.128683333
4703,71.52,clear-night,0.95,4.72,Clear,71.52,1009.36,4.64,0.15,1468555200,194,0.0,69.94,0.0,0.5409
4704,71.34,clear-night,0.95,4.23,Clear,71.34,1009.47,2.44,0.21,1468558800,194,0.0,69.77,0.0,2.886716667
4705,70.95,clear-night,0.96,4.55,Clear,70.95,1009.42,3.81,0.22,1468562400,198,0.0,69.63,0.0,0.4453
4706,70.99,clear-night,0.95,3.57,Clear,70.99,1009.37,4.15,0.13,1468566000,205,0.0,69.57,0.0,0.322416666
4707,70.59,clear-night,0.96,3.83,Clear,70.59,1009.49,3.2,0.19,1468569600,222,0.0,69.38,0.0,0.41633333299999997
4708,70.37,clear-night,0.95,3.69,Clear,70.37,1009.71,2.96,0.16,1468573200,226,0.0,68.86,0.0,0.30478333300000005
4709,70.1,clear-day,0.96,3.57,Clear,70.1,1010.32,2.22,0.09,1468576800,236,0.0,68.77,0.0,0.30368333399999997
4710,72.36,clear-day,0.93,5.48,Clear,72.36,1010.85,2.27,0.18,1468580400,213,0.0,70.22,0.0,0.27175
4711,74.35,clear-day,0.87,9.38,Clear,74.35,1011.27,3.29,0.24,1468584000,236,0.0,70.24,0.0,0.175016667
4712,78.11,clear-day,0.76,10.0,Clear,78.11,1011.63,3.86,0.16,1468587600,231,0.0,70.02,0.0,4.729500000000002
4713,81.88,clear-day,0.61,10.0,Clear,84.49,1011.5,5.16,0.16,1468591200,271,0.0,67.22,0.0,0.17203333399999998
4714,84.3,clear-day,0.54,10.0,Clear,86.4,1011.38,6.04,0.18,1468594800,249,0.0,65.71,0.0,0.374133334
4715,86.25,clear-day,0.46,10.0,Clear,87.1,1011.27,6.9,0.18,1468598400,272,0.0,62.85,0.0,0.186716667
4716,87.17,clear-day,0.44,10.0,Clear,87.77,1010.92,7.61,0.21,1468602000,249,0.0,62.32,0.0,0.173433334
4717,88.92,partly-cloudy-day,0.41,10.0,Partly Cloudy,89.53,1010.5,8.07,0.31,1468605600,230,0.0,62.33,0.0,0.38400000100000004
4718,89.76,clear-day,0.39,10.0,Clear,90.12,1010.04,9.22,0.18,1468609200,237,0.0,61.72,0.0,0.373483333
4719,88.62,clear-day,0.41,10.0,Clear,89.08,1009.78,8.97,0.1,1468612800,225,0.0,62.0,0.0,6.1418
4720,87.52,rain,0.45,9.73,Light Rain,88.55,1009.59,9.16,0.12,1468616400,220,0.0159,63.29,0.57,0.40853333299999994
4721,86.8,clear-day,0.48,10.0,Clear,88.45,1009.48,7.81,0.15,1468620000,216,0.0018,64.64,0.04,0.36236666700000003
4722,84.54,rain,0.51,9.69,Drizzle,86.14,1009.53,8.21,0.17,1468623600,243,0.0054,64.56,0.23,0.17479999999999998
4723,80.29,clear-day,0.62,9.61,Clear,82.39,1009.79,3.9,0.18,1468627200,213,0.0029,66.0,0.09,0.25780000000000003
4724,76.6,rain,0.69,9.32,Drizzle,76.6,1010.52,2.76,0.17,1468630800,271,0.0079,65.76,0.4,0.358066667
4725,73.92,rain,0.76,9.62,Drizzle,73.92,1011.9,1.82,0.21,1468634400,359,0.0091,65.71,0.49,0.16825
4726,72.07,partly-cloudy-night,0.8,9.13,Partly Cloudy,72.07,1012.24,2.99,0.26,1468638000,311,0.0,65.53,0.0,0.279016666
4727,71.26,clear-night,0.82,8.83,Clear,71.26,1013.15,2.53,0.21,1468641600,280,0.0,65.5,0.0,0.363066667
4728,69.31,clear-night,0.87,7.89,Clear,69.31,1013.4,1.82,0.21,1468645200,309,0.0,65.34,0.0,0.5683
4729,67.77,clear-night,0.88,5.8,Clear,67.77,1013.34,1.9,0.12,1468648800,336,0.0,64.2,0.0,0.4577
4730,66.51,clear-night,0.91,6.26,Clear,66.51,1013.57,1.36,0.08,1468652400,326,0.0,63.66,0.0,0.427566667
4731,65.33,clear-night,0.92,7.34,Clear,65.33,1013.83,2.1,0.04,1468656000,307,0.0,63.1,0.0,0.347933334
4732,64.61,clear-night,0.93,5.57,Clear,64.61,1014.28,2.32,0.05,1468659600,305,0.0,62.44,0.0,0.244866667
4733,64.69,clear-day,0.93,6.79,Clear,64.69,1015.08,1.72,0.05,1468663200,324,0.0,62.49,0.0,0.2926
4734,67.5,clear-day,0.88,8.14,Clear,67.5,1015.88,4.11,0.07,1468666800,335,0.0,63.78,0.0,0.075083333
4735,71.3,clear-day,0.79,10.0,Clear,71.3,1016.49,3.79,0.13,1468670400,304,0.0,64.52,0.0,0.3254
4736,75.27,clear-day,0.63,10.0,Clear,75.27,1016.72,5.96,0.06,1468674000,314,0.0,61.68,0.0,0.37545000100000003
4737,77.39,clear-day,0.59,10.0,Clear,77.39,1016.92,8.47,0.06,1468677600,292,0.0,61.91,0.0,0.29096666600000004
4738,79.86,clear-day,0.54,10.0,Clear,79.86,1017.21,7.47,0.12,1468681200,282,0.0,61.79,0.0,0.38755
4739,82.12,clear-day,0.49,10.0,Clear,82.77,1017.17,8.6,0.1,1468684800,259,0.0,61.11,0.0,0.190616667
4740,84.03,clear-day,0.45,10.0,Clear,84.26,1016.88,5.75,0.17,1468688400,288,0.0,60.64,0.0,0.378983333
4741,85.43,clear-day,0.43,10.0,Clear,85.31,1016.8,6.91,0.15,1468692000,254,0.0,60.06,0.0,0.33853333399999996
4742,85.69,clear-day,0.42,10.0,Clear,85.44,1016.81,6.65,0.22,1468695600,280,0.0,59.74,0.0,0.324866666
4743,85.76,partly-cloudy-day,0.42,10.0,Partly Cloudy,85.66,1016.56,5.62,0.31,1468699200,278,0.0,60.22,0.0,0.178983333
4744,84.71,clear-day,0.44,10.0,Clear,84.84,1016.59,5.57,0.16,1468702800,308,0.0,60.59,0.0,0.46856666700000005
4745,83.8,clear-day,0.46,10.0,Clear,84.19,1016.78,5.41,0.1,1468706400,307,0.0,61.08,0.0,0.264983334
4746,81.4,clear-day,0.51,9.95,Clear,82.27,1017.13,4.55,0.16,1468710000,329,0.0,61.5,0.0,0.259366667
4747,78.95,partly-cloudy-day,0.58,9.86,Partly Cloudy,78.95,1017.32,2.9,0.32,1468713600,349,0.0,62.82,0.0,0.390116667
4748,75.18,clear-night,0.67,9.74,Clear,75.18,1017.8,0.84,0.17,1468717200,353,0.0,63.64,0.0,0.26525
4749,73.65,clear-night,0.72,10.0,Clear,73.65,1018.39,1.59,0.08,1468720800,23,0.0,64.2,0.0,0.272716667
4750,72.55,clear-night,0.75,9.66,Clear,72.55,1018.64,2.03,0.17,1468724400,22,0.0017,64.34,0.04,0.6288666660000001
4751,71.47,clear-night,0.79,9.95,Clear,71.47,1018.46,3.41,0.17,1468728000,25,0.0043,64.52,0.17,0.404233334
4752,70.71,clear-night,0.8,10.0,Clear,70.71,1018.25,0.84,0.11,1468731600,343,0.0,64.15,0.0,0.522416667
4753,70.01,partly-cloudy-night,0.81,9.83,Partly Cloudy,70.01,1018.12,2.84,0.27,1468735200,333,0.0,64.0,0.0,0.977816666
4754,69.1,clear-night,0.84,9.79,Clear,69.1,1018.01,3.7,0.14,1468738800,340,0.0013,63.92,0.02,0.255433333
4755,68.66,clear-night,0.82,9.79,Clear,68.66,1017.79,2.99,0.09,1468742400,16,0.0,62.98,0.0,2.9045
4756,67.68,clear-night,0.86,9.77,Clear,67.68,1018.35,3.2,0.04,1468746000,336,0.0,63.43,0.0,0.48221666700000004
4757,67.54,clear-day,0.86,9.72,Clear,67.54,1018.81,3.68,0.16,1468749600,348,0.0017,63.23,0.04,2.715033333
4758,67.97,clear-day,0.84,9.89,Clear,67.97,1019.45,4.21,0.07,1468753200,12,0.001,63.05,0.01,0.28523333300000003
4759,70.28,partly-cloudy-day,0.78,10.0,Partly Cloudy,70.28,1019.57,5.35,0.36,1468756800,10,0.0016,63.21,0.03,0.211316667
4760,73.4,clear-day,0.71,10.0,Clear,73.4,1019.74,5.35,0.18,1468760400,6,0.0,63.54,0.0,2.744766667
4761,76.51,clear-day,0.64,10.0,Clear,76.51,1019.73,5.34,0.17,1468764000,27,0.0,63.35,0.0,0.268783333
4762,78.81,clear-day,0.61,10.0,Clear,78.81,1019.9,1.93,0.1,1468767600,90,0.0,63.99,0.0,0.31239999900000004
4763,81.24,clear-day,0.56,10.0,Clear,82.83,1019.55,3.78,0.2,1468771200,153,0.0,64.21,0.0,0.287916667
4764,82.56,partly-cloudy-day,0.53,10.0,Partly Cloudy,83.84,1019.09,1.77,0.25,1468774800,277,0.0,63.47,0.0,0.074416667
4765,84.32,partly-cloudy-day,0.51,10.0,Partly Cloudy,85.71,1018.49,2.96,0.33,1468778400,234,0.0,64.04,0.0,0.373933334
4766,84.68,clear-day,0.49,9.83,Clear,85.72,1018.21,3.31,0.19,1468782000,246,0.0023,63.21,0.06,0.191516666
4767,85.79,partly-cloudy-day,0.47,10.0,Partly Cloudy,86.8,1017.9,3.52,0.26,1468785600,238,0.0017,63.24,0.04,0.886166667
4768,86.31,partly-cloudy-day,0.45,10.0,Partly Cloudy,87.05,1017.77,5.45,0.25,1468789200,284,0.0,62.62,0.0,0.40051666700000005
4769,86.14,clear-day,0.43,10.0,Clear,86.39,1017.84,7.3,0.24,1468792800,284,0.0,61.32,0.0,0.4699333330000001
4770,84.68,clear-day,0.46,10.0,Clear,85.16,1017.93,6.5,0.14,1468796400,273,0.0,61.65,0.0,0.2266
4771,80.84,clear-day,0.54,10.0,Clear,82.11,1018.47,3.36,0.16,1468800000,272,0.0,62.82,0.0,4.910916666
4772,75.58,clear-night,0.68,9.83,Clear,75.58,1018.76,1.38,0.09,1468803600,268,0.0,64.05,0.0,0.30438333399999995
4773,72.07,clear-night,0.76,10.0,Clear,72.07,1019.21,1.81,0.1,1468807200,329,0.0,63.9,0.0,0.395366667
4774,69.78,clear-night,0.82,9.97,Clear,69.78,1019.17,0.61,0.0,1468810800,92,0.0,64.12,0.0,0.364466666
4775,68.5,clear-night,0.84,9.97,Clear,68.5,1019.05,1.49,0.02,1468814400,191,0.0,63.34,0.0,0.246566667
4776,67.25,clear-night,0.87,9.92,Clear,67.25,1018.94,3.09,0.0,1468818000,253,0.0,63.31,0.0,0.355183333
4777,65.53,clear-night,0.89,9.41,Clear,65.53,1018.84,3.2,0.05,1468821600,234,0.0,62.35,0.0,0.29935
4778,64.48,clear-night,0.91,7.03,Clear,64.48,1018.81,1.5,0.01,1468825200,217,0.0,61.7,0.0,0.512933333
4779,64.14,clear-night,0.93,8.74,Clear,64.14,1018.56,1.59,0.04,1468828800,198,0.0,61.93,0.0,0.2077
4780,64.21,clear-night,0.91,8.75,Clear,64.21,1018.29,2.41,0.02,1468832400,190,0.0,61.51,0.0,0.31175
4781,64.05,clear-day,0.91,9.27,Clear,64.05,1018.12,2.69,0.1,1468836000,224,0.0,61.35,0.0,0.1939
4782,66.6,clear-day,0.89,9.67,Clear,66.6,1018.08,4.31,0.09,1468839600,217,0.0,63.23,0.0,0.590533333
4783,73.07,clear-day,0.74,10.0,Clear,73.07,1017.74,6.04,0.08,1468843200,187,0.0,64.21,0.0,0.376716667
4784,78.77,clear-day,0.6,10.0,Clear,78.77,1017.24,6.82,0.13,1468846800,194,0.0024,63.89,0.07,0.170533333
4785,83.03,clear-day,0.53,10.0,Clear,84.46,1016.78,9.19,0.05,1468850400,211,0.0024,64.02,0.07,0.17195
4786,86.28,clear-day,0.47,10.0,Clear,87.53,1016.7,12.56,0.09,1468854000,225,0.0,63.78,0.0,0.310266666
4787,87.97,clear-day,0.46,10.0,Clear,89.51,1016.24,13.43,0.14,1468857600,223,0.0,64.33,0.0,0.444083333
4788,89.28,clear-day,0.44,9.72,Clear,91.11,1015.28,12.6,0.18,1468861200,216,0.0011,64.74,0.02,0.17566666600000003
4789,87.12,rain,0.5,9.48,Light Rain,89.62,1014.63,10.64,0.29,1468864800,217,0.0152,66.22,0.57,0.26056666700000003
4790,79.69,rain,0.68,10.0,Light Rain,79.69,1014.78,5.17,0.24,1468868400,256,0.0469,68.19,0.72,0.26380000000000003
4791,77.99,rain,0.73,9.8,Light Rain,77.99,1014.27,7.36,0.13,1468872000,231,0.0502,68.79,0.72,2.52045
4792,78.9,clear-day,0.72,10.0,Clear,78.9,1014.19,8.01,0.08,1468875600,196,0.0047,68.93,0.19,1.986466666
4793,79.34,clear-day,0.71,10.0,Clear,79.34,1013.93,7.32,0.14,1468879200,215,0.0008,69.04,0.01,0.2909
4794,79.6,clear-day,0.69,10.0,Clear,79.6,1013.84,7.58,0.13,1468882800,218,0.0,68.42,0.0,0.19621666699999998
4795,78.54,clear-day,0.7,10.0,Clear,78.54,1013.92,6.85,0.12,1468886400,220,0.0,68.03,0.0,0.416966667
